track_id	track_name	track_artist	track_popularity	track_album_name	track_album_release_date	playlist_name	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms
3GzS0iKqyGMHwR1TimM2KN	Hollow Life	Coast Modern	57	Coast Modern	2017-07-28	Indie Poptimism	pop	indie poptimism	0.634	0.743	8	-4.039	1	0.0392	0.00298	2.4959619323723	0.0442	0.243	118.937	237880
09CWfcYFhVhB1Bzfz1cLJ7	Sleep Talking	Charlotte Lawrence	66	Sleep Talking	2017-10-20	Indie Poptimism	pop	indie poptimism	0.661	0.762	5	-4.307	1	0.0402	0.452	0	0.162	0.583	101.99	224224
0GO8y8jQk1PkHzS31d699N	Tongue Tied	Grouplove	78	Never Trust A Happy Song	2011-09-02	Indie Poptimism	pop	indie poptimism	0.56	0.936	3	-5.835	1	0.0439	0.00847	0	0.161	0.371	112.96	218013
3JpdV2yT3txeXNWUg6QZnF	Phantom	Nightly	50	The Sound Of Your Voice	2018-11-09	Indie Poptimism	pop	indie poptimism	0.58	0.795	4	-5.123	0	0.036	0.00287	5.93092520686332	0.134	0.27	126.013	201735
0iQ77tSa7ncj7zBPtVx6cU	One Foot	WALK THE MOON	65	What If Nothing	2017-11-10	Indie Poptimism	pop	indie poptimism	0.582	0.821	0	-4.861	1	0.0365	0.00754	2.1e-06	0.818	0.468	100.025	261373
5mCprFWOqe0jB96v9RhLBo	Tongues	Joywave	56	How Do You Feel Now?	2015-04-14	Indie Poptimism	pop	indie poptimism	0.827	0.682	6	-7.111	0	0.0435	0.00048	3.71200406297576	0.101	0.933	117.967	234773
2AYEOC02WLhUiOoaig2SEH	Out of My League	Fitz and The Tantrums	67	More Than Just A Dream (Deluxe)	2013-05-07	Indie Poptimism	pop	indie poptimism	0.545	0.968	9	-3.553	0	0.0853	0.0387	0.00325	0.331	0.527	169.965	209386
573latfTMO7SpGtStVrQx5	Harlem	New Politics	57	A Bad Girl In Harlem	2013-05-17	Indie Poptimism	pop	indie poptimism	0.603	0.952	6	-3.699	1	0.0947	0.00189	0.000445	0.317	0.588	133.97	163627
17aDyX39gb1iV1ZWvD1ffE	High	Sir Sly	61	Dont You Worry, Honey	2017-06-30	Indie Poptimism	pop	indie poptimism	0.743	0.733	2	-5.576	1	0.0352	0.00705	5.68939059649128	0.0565	0.726	122.975	231897
46gwMD8DJO8B6jy2C3hEeZ	Pretty Sad	XYLO	54	pretty sad	2019-03-01	Indie Poptimism	pop	indie poptimism	0.585	0.619	8	-6.643	1	0.0286	0.0824	2.57e-06	0.0996	0.337	100.045	199222
7tKnaB8gsXxyPScxEwzQ9N	Stockholm	Atlas Genius	52	Inanimate Objects	2015-08-28	Indie Poptimism	pop	indie poptimism	0.568	0.746	7	-5.437	1	0.0462	0.0054	0	0.162	0.409	125.04	191640
6kcHg7XL6SKyPNd78daRBL	Sweet Talk	Saint Motel	63	saintmotelevision	2016-10-21	Indie Poptimism	pop	indie poptimism	0.67	0.843	1	-4.311	1	0.0454	0.0392	0	0.225	0.713	117.01	192040
3dAz60DDFTKXjLl3BFLdZT	Miss You Like Hell	Nightly	48	The Sound Of Your Voice	2018-11-09	Indie Poptimism	pop	indie poptimism	0.418	0.922	7	-4.595	1	0.122	0.000567	0	0.122	0.238	94.927	189181
4MthqsBXn15DUWzjR1mi4l	Say the Word	Emily Vaughn	33	Say the Word	2018-08-31	Indie Poptimism	pop	indie poptimism	0.604	0.724	5	-4.532	1	0.146	0.0693	0	0.07	0.419	180.097	202667
1IUWIwZrxpyktrxGqI7FN7	Navigator	MOONZz	45	Navigator	2017-03-28	Indie Poptimism	pop	indie poptimism	0.553	0.842	3	-4.832	1	0.0916	0.252	7.17e-05	0.121	0.415	171.983	210784
6cMswWRv4lAU3mh5lclgCc	Dreaming	Smallpools	57	LOVETAP!	2015-03-24	Indie Poptimism	pop	indie poptimism	0.612	0.89	10	-2.827	0	0.047	0.000478	0	0.0672	0.886	118.989	216253
3f9Vq2NkEErxgbToSAztFD	Kidnap Me	CRUISR	47	All Over	2014	Indie Poptimism	pop	indie poptimism	0.312	0.789	0	-6.29	1	0.0615	0.0251	1.05e-05	0.186	0.82	176.745	202200
61ypxNWXEGVTemBFvut4Z7	Ready For You	Hunter Hunted	34	Ready For You	2015-07-10	Indie Poptimism	pop	indie poptimism	0.567	0.83	0	-5.655	1	0.0281	9.6e-05	0.248	0.394	0.158	93.996	205587
1553kU3XIclpbNAVzopQ2J	A Phone Call In Amsterdam	Valley	53	MAYBE	2019-09-17	Indie Poptimism	pop	indie poptimism	0.523	0.655	1	-7.972	1	0.0349	0.00491	0	0.322	0.371	100	233333
5huOzlgCK7PsMSG4TFBvKY	Two High	Moon Taxi	61	Let The Record Play	2018-01-19	Indie Poptimism	pop	indie poptimism	0.68	0.735	11	-5.553	0	0.0482	0.0505	9.7874378247885	0.109	0.523	106.994	213120
3X0qI1VjyCv7eiE7bftaSL	Brazooka	NVDES	40	Brazooka	2019-09-10	Indie Poptimism	pop	indie poptimism	0.543	0.908	1	-8.543	0	0.102	0.00015	0.85	0.0921	0.387	147.901	129730
1Tb6uFyZgr9FYWDIBRCO0x	Feel	Victors	38	Feel	2016-10-14	Indie Poptimism	pop	indie poptimism	0.548	0.899	3	-4.773	1	0.0458	0.00037	0.000599	0.0854	0.552	118.986	225464
6RKGBcDtgzXx21zUjpeu6F	Cold Cold Man	Saint Motel	65	My Type EP	2014-08-16	Indie Poptimism	pop	indie poptimism	0.613	0.661	9	-4.984	1	0.0263	0.00652	0	0.0976	0.509	110.978	230773
3VsiR8bSkmnqtuLASAbwz3	Golden Age	The Electric Sons	29	Golden Age	2015-11-14	Indie Poptimism	pop	indie poptimism	0.586	0.814	7	-6.244	1	0.114	0.178	2.7e-05	0.133	0.646	104.925	228571
1bHEcHv3lUkLFAebNnaPNE	Guru	Coast Modern	63	Coast Modern	2017-07-28	Indie Poptimism	pop	indie poptimism	0.76	0.674	3	-6.425	1	0.0411	0.231	0.0027	0.0728	0.797	140.022	204067
0p0ljM6RxgpGt7wthGqBZa	Finest Hour (feat. Abir)	Cash Cash	65	Finest Hour (feat. Abir)	2018-04-12	Indie Poptimism	pop	indie poptimism	0.656	0.729	5	-4.223	0	0.0765	0.0789	0	0.133	0.438	95.974	215781
5w6amHqMxl0yFEkhsZt0Tk	Waiting on the Summer	VHS Collection	51	Stereo Hype	2016-09-30	Indie Poptimism	pop	indie poptimism	0.553	0.811	4	-5.832	1	0.111	0.0449	0	0.101	0.629	104.988	254572
3reay7NBijCy7n8xVLpDL8	Passenger Side	Smallpools	56	Passenger Side	2017-07-21	Indie Poptimism	pop	indie poptimism	0.585	0.801	11	-5.406	0	0.0995	0.00601	8.2e-05	0.0865	0.283	101.987	221747
6wWCyJmOsODjsCMtpjAH3H	Murder	Mako	50	Murder	2018-06-22	Indie Poptimism	pop	indie poptimism	0.64	0.646	5	-6.161	0	0.13	0.276	0	0.126	0.37	97.864	189185
2MZxGY9My3WGVZNfOcXptn	Get Wild	Lost My Name	4	DIY	2015-04-14	Indie Poptimism	pop	indie poptimism	0.693	0.734	5	-6.9	0	0.0565	0.00219	1.29e-05	0.163	0.828	131.967	213222
4VA9yqBTQjjAZL4fQhlK9M	ease your mind	joan	52	ease your mind	2019-10-18	Indie Poptimism	pop	indie poptimism	0.692	0.648	6	-5	1	0.0374	0.141	0	0.061	0.944	107.229	172307
3XIIOCu6B8PuGq5j61asEM	The Greatest	Sia	14	The Greatest	2016	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.666	0.723	1	-6.164	1	0.268	0.0109	0.00047	0.0507	0.739	192.024	210893
6cREm4bV7V79Yxdilx9HDo	Once In a While	Timeflies	66	Once In a While	2016-03-18	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.786	0.687	0	-5.914	1	0.141	0.00758	0	0.619	0.345	105.021	215160
2zDt2TfQbxiSPjTVJTgbwz	Starving	Hailee Steinfeld	13	Starving	2016-07-22	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.724	0.628	4	-4.219	1	0.0962	0.409	0	0.105	0.524	99.898	181880
6OZh916QF8XNunWaP97WEZ	Fast Car	Jonas Blue	22	Fast Car	2015-12-04	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.459	0.587	9	-6.983	1	0.0785	0.453	0	0.307	0.581	113.901	212424
0VzzzYWjBWofMsSB77pDo4	Lush Life	Zara Larsson	12	Lush Life	2015-06-05	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.658	0.741	7	-2.86	0	0.0536	0.141	0	0.189	0.789	98.024	202213
3ZMFrvkNgwwMfPdX3aThYs	Play That Song	Train	4	Play That Song	2016	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.393	0.825	3	-1.746	1	0.06	0.0238	2.95e-06	0.0951	0.544	99.188	241360
5Dg2h1wsm7ZijCo0yLmbvR	Hurricane	Halsey	63	BADLANDS (Deluxe)	2015-08-28	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.586	0.83	0	-5.375	1	0.0416	0.00823	0.0028	0.348	0.486	120.017	223082
7BKLCZ1jbUBVqRi2FVlTVw	Closer (feat. Halsey)	The Chainsmokers	85	Closer (feat. Halsey)	2016-07-29	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.748	0.524	8	-5.599	1	0.0338	0.414	0	0.111	0.661	95.01	244960
6wZ8kvKP9d1MKlNFTMZrBK	Shout Out to My Ex	Little Mix	8	Shout Out to My Ex	2016-10-16	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.774	0.739	0	-4.022	1	0.0952	0.0316	8.54892609405797	0.119	0.823	126.002	246240
79T9m6YkRCgP0955CE4UCd	No Diggity	Campsite Dream	55	No Diggity	2016-09-23	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.711	0.714	7	-4.714	0	0.0374	0.183	0.0287	0.122	0.389	104.912	188849
4pdPtRcBmOSQDlJ3Fk945m	Let Me Love You	DJ Snake	21	Encore	2016-08-05	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.476	0.718	8	-5.309	1	0.0576	0.0784	1.02e-05	0.122	0.142	199.864	205947
2rizacJSyD9S1IQUxUxnsK	All We Know	The Chainsmokers	70	All We Know	2016-09-29	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.662	0.586	0	-8.821	1	0.0307	0.097	0.00272	0.115	0.296	90	194080
2sqURk6kt3v93PwKpt5xF2	Till The End	Swanky Tunes	42	Till The End	2016-08-19	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.574	0.922	4	-3.104	1	0.0476	0.42	0.000189	0.146	0.232	108.005	195653
3UDXkdQquqCEAJdNAsA1wO	Millionaire (feat. Nelly)	Cash Cash	45	Blood, Sweat & 3 Years	2016-06-24	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.599	0.9	5	-3.144	1	0.136	0.0936	0	0.0888	0.394	100.014	186120
6ZbiaHwI9x7CIxYGOEmXxd	Beast	Tungevaag	52	Beast	2016-09-09	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.569	0.789	11	-4.607	1	0.123	0.564	0	0.294	0.603	160.014	198012
4abm3RbYBcQlrxdV1ObjUj	Waste A Moment	Kings of Leon	22	Waste A Moment	2016-09-09	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.436	0.85	2	-4.86	1	0.0617	0.000861	0.74	0.128	0.537	152.644	183093
0B2RttXEiyXsMeQ7mMP3EI	Cruel (feat. ZAYN)	Snakehips	62	Cruel (feat. ZAYN)	2016-07-15	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.603	0.879	5	-4.098	1	0.124	0.0184	0	0.156	0.318	110.125	228253
1OPOkGoucSWZkpXyI1Q6Qb	Sthlm Nights	Peg Parnevik	33	Sthlm Nights	2016-09-23	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.634	0.656	11	-4.478	1	0.0842	0.236	1.19e-05	0.0444	0.706	133.917	200827
7nD9nN3jord9wWcfW3Gkcm	All In My Head (Flex) (feat. Fetty Wap)	Fifth Harmony	66	7/27 (Deluxe)	2016-05-27	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.689	0.791	0	-5.194	0	0.053	0.023	1.65866701181512	0.0526	0.755	95.04	210573
1qBVIqIYRqVlcKLncbuvEb	Bonfire	Miss Li	41	Bonfire	2016-08-12	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.603	0.882	11	-2.772	0	0.0677	0.0089	0.0584	0.632	0.688	172.175	209616
69X5gWMpn3GpmfAg9hpQXJ	Summer on You	Sam Feldt	38	Summer on You	2016-07-22	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.731	0.727	7	-5.608	0	0.0356	0.0295	4.56e-06	0.171	0.601	120.968	160009
5ZEM9j0jrFr5RdHEbl2MYV	Sex	Cheat Codes	56	Sex	2016-03-07	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.51	0.692	0	-5.825	1	0.171	0.00451	0	0.138	0.209	102.42	228361
2Vhd5uZB4brKHmM0MNxkZo	Raging (feat. Kodaline)	Kygo	61	Cloud Nine	2016-05-13	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.55	0.689	3	-7.76	0	0.094	0.0498	2.53158034342341	0.207	0.408	99.904	224487
40TogYyqoENkImGSObxjyb	Surviving (feat. Joe Cleere)	Sondr	43	Surviving (feat. Joe Cleere)	2016-03-28	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.6	0.848	4	-3.967	1	0.0433	0.0157	0	0.243	0.437	124.082	213223
3dQ71J2HPHXpPqJ0tQdDHR	Dollar Bill (feat. Kid Ink)	Phoebe Ryan	39	Dollar Bill (feat. Kid Ink)	2016-07-08	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.648	0.762	4	-5.116	1	0.0667	0.0441	0	0.127	0.581	87.969	226973
2NrDhKpURQ2qAOfEC6i55S	Be As You Are	Mike Posner	42	At Night, Alone.	2016-05-06	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.617	0.427	4	-9.451	0	0.034	0.226	1.23e-06	0.108	0.361	145.058	233587
4IazOWzgfLB8MR5VIY368A	Cinema (feat. Gary Go) - Radio Edit	Benny Benassi	37	Electroman	2011	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.48	0.825	2	-2.549	1	0.0582	0.0645	0	0.263	0.369	129.9	182973
5GFDrUTLGJix84sNhjCG0g	Caroline	Amine	4	Caroline	2016-08-26	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.945	0.394	10	-8.571	1	0.492	0.303	0	0.131	0.743	120.058	209747
0nmxH6IsSQVT1YEsCB9UMi	Ignition (Remix)	R. Kelly	9	The R. In R&B Collection: Volume 1	2003-09-11	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.787	0.527	1	-6.981	1	0.0512	0.0615	0	0.0656	0.807	133.107	187733
63pQm5g0IXLckrv9X3KEyX	Stereo Hearts (feat. Adam Levine)	Gym Class Heroes	59	The Papercut Chronicles II (Deluxe)	2011-11-15	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.646	0.795	9	-3.293	1	0.0976	0.0319	0	0.267	0.796	89.99	210960
4aB4udr3pcJuENmfDitPSZ	What Do You Love	Seeb	57	What Do You Love	2016-10-14	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.55	0.918	11	-2.818	1	0.0723	0.149	1.7e-05	0.355	0.35	95.977	211875
2L6orAlH8tBhiFTumIfMyF	Call on Me - Ryan Riback Remix	Starley	68	Call On Me (Remixes)	2016-10-18	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.67	0.838	0	-4.031	1	0.0362	0.0604	0.000611	0.159	0.717	104.998	222041
6HUnnBwYZqcED1eQztxMBN	Solo Dance	Martin Jensen	15	Solo Dance	2016-11-04	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.744	0.836	6	-2.396	0	0.0507	0.0435	0	0.194	0.36	114.965	174933
0NokbnjZEEpLrFjpvanGF4	Debut	Maria Hazell	11	Debut	2016-09-09	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.616	0.848	8	-3.021	1	0.202	0.866	0	0.108	0.519	78.27	196947
31t0ATifZW5CW3XP2QUsUW	All Night	The Vamps	4	All Night	2016-10-14	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.564	0.768	8	-6.431	1	0.0342	0.00262	0	0.324	0.362	144.971	197793
4Z1t1aMRif8ES212kTN8H2	Whole Heart	Gryffin	61	Whole Heart	2016-08-26	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.501	0.648	9	-7.173	1	0.0696	0.028	1.26e-05	0.153	0.191	163.834	225200
5pqUc0SPA1EmhdOyD9Ou45	Sexual	NEIKED	51	Sexual	2016-08-26	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.793	0.567	2	-7.604	1	0.0813	0.0687	0	0.0663	0.813	108.007	188889
2K06amHdw8ZPWI75Xvo9Ij	Runaways	Sam Feldt	8	Runaways	2016-10-07	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.757	0.565	11	-5.895	1	0.0324	0.174	0	0.105	0.682	119.959	180402
72xvRETEsd5hS1RfduciRi	Let Me Hold You (Turn Me On)	Cheat Codes	9	Let Me Hold You (Turn Me On)	2016-04-13	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.681	0.774	1	-3.167	0	0.0787	0.0992	0	0.35	0.267	102.924	162425
5mQNY6pTeSDl2doFB7uLbE	Kids	OneRepublic	63	Oh My My	2016-12-02	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.596	0.732	2	-6.189	1	0.0401	0.0153	0	0.318	0.228	99.98	238387
6vU9ic5PA8cSApJVoUKgKm	Playing To Lose	Lemaitre	28	Afterglow	2016-10-07	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.398	0.726	7	-4.048	1	0.0417	0.131	0	0.251	0.427	143.621	204267
1JUfgsFPWjXT3ZzzV77v5u	Hold On - Radio Edit	Moguai	4	Hold On	2015-09-11	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.596	0.77	5	-5.852	1	0.0775	0.21	0	0.0938	0.547	124.914	178560
51NBMjiv4t1nUiLC9Bim3G	By Your Side	Jonas Blue	58	By Your Side	2016-10-28	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.696	0.743	6	-3.851	1	0.0329	0.0773	0	0.0587	0.636	123.007	201254
2QHX3x8XJTMxv6FMqQHkdY	We Are (Ziggy & Carola)	Peg Parnevik	38	We Are (Ziggy & Carola)	2016-06-03	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.77	0.935	1	-2.539	0	0.1	0.256	1.26e-06	0.309	0.964	150.035	188867
2ZyuwVvV6Z3XJaXIFbspeE	Wild Things	Alessia Cara	64	Know-It-All (Deluxe)	2015-11-13	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.741	0.626	1	-4.826	0	0.0886	0.02	0	0.0828	0.706	108.029	188493
5kF9PbklFhT0rG5J5jlrJF	The Nights - Avicii By Avicii	Avicii	43	The Nights (Avicii By Avicii)	2014-12-31	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.711	0.521	6	-5.104	1	0.0697	0.0872	2.37166348022874	0.0807	0.34	125.995	264133
5brMyscUnQg14hMriS91ks	Kanye	The Chainsmokers	60	Kanye	2014-08-05	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.599	0.619	10	-6.575	1	0.0523	0.002	1.49e-06	0.117	0.121	128.041	229947
3NcO4jGK1Opb5ea0mYLpxb	Good Feeling	Flo Rida	59	Good Feeling	2011-08-29	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.706	0.89	1	-4.444	0	0.0688	0.0588	0.00286	0.306	0.684	128.011	248133
6YBaCpYSMtzj2sf402aLfm	Cash Machine	DRAM	40	Cash Machine	2016-09-09	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.745	0.669	9	-3.613	1	0.129	0.522	0	0.154	0.699	143.164	181154
3e9iivPr1NZ0ivSGgTdvn4	Atmosphere	Kaskade	19	Atmosphere	2013-09-09	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.585	0.77	3	-4.604	1	0.0396	0.0227	8.31018269620836	0.0692	0.393	122.987	231453
3NxAxBnK66q0ZpIWeH9xlp	L.A. Story (feat. Mike Posner)	Sammy Adams	50	L.A. Story (feat. Mike Posner)	2013-05-28	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.593	0.872	1	-4.525	0	0.0959	0.0784	0	0.286	0.523	91.964	208000
6nek1Nin9q48AVZcWs9e9D	Paradise	Coldplay	77	Mylo Xyloto	2011-10-24	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.449	0.585	5	-6.762	1	0.0268	0.0522	8.49e-05	0.0833	0.203	139.627	278719
3JvrhDOgAt6p7K8mDyZwRd	Riptide	Vance Joy	78	Dream Your Life Away (Special Edition)	2014-09-09	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.484	0.731	1	-6.694	1	0.0379	0.431	0	0.151	0.51	101.654	204280
62N2JSA0jHmSH7Va9t7hIf	Habits (Stay High) - Hippie Sabotage Remix	Tove Lo	65	Queen Of The Clouds	2014-01-01	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.735	0.686	4	-7.562	0	0.0366	0.00108	9.16385474232957	0.0933	0.0656	121.011	258933
3lO38SiB2WAQRqTAHN7WTC	Borderline - Vanic Remix	Tove Styrke	58	Borderline (Vanic Remix)	2015-03-31	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.406	0.949	8	-4.488	0	0.114	0.00685	5.2e-06	0.0805	0.457	160.007	256500
0VOsR3sEACivA46VDuaLai	Samurai	Vanic	47	Samurai	2016-09-16	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.381	0.668	1	-4.328	0	0.0326	0.00457	0	0.0877	0.104	75.004	201600
1lhLZGDYPwXeOjfpxMWtQZ	Hypnotic - Vanic Remix	Zella Day	59	Hypnotic (Vanic Remix)	2016-01-15	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.552	0.745	6	-5.564	0	0.0807	0.00361	0	0.43	0.488	159.915	282000
5jJnlACnwFvyqNXmUZu8Nd	False Alarm	Matoma	49	False Alarm	2016-06-24	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.643	0.732	5	-6.762	0	0.0294	0.00681	4.57e-05	0.0606	0.181	102.979	224272
0SuLAslEMFZAXf0SwY7syi	All Time Low	Jon Bellion	73	The Human Condition	2016-06-10	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.617	0.567	0	-4.188	1	0.0828	0.0584	0	0.0933	0.505	90.246	217603
2s0Dn2mtvp94wUkyaB8nJc	in my miNd	Maty Noyes	58	Noyes Complaint	2016-10-28	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.768	0.632	0	-3.877	0	0.0252	0.469	0	0.0391	0.788	102.075	212267
5ZuInVOgNrq49O6XtYpjq1	Gravity	Timeflies	1	Gravity	2016-11-11	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.68	0.666	10	-5.698	1	0.0441	0.0217	0	0.125	0.501	74	214787
1a9rZyDXVfvyAQQvp63gHc	Naked	Elin Bergman	34	Naked	2016-11-04	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.703	0.559	9	-7.875	1	0.0444	0.0538	0	0.0589	0.373	110.043	204510
4LzerfwcaWCoLkCNJwNwBd	Chills	Down With Webster	18	Chills	2013-12-17	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.528	0.844	2	-5.095	1	0.16	0.0761	0	0.133	0.581	148.018	208026
2bvJM2iIdMlWEG9lk8dxxw	Something Wrong	Timeflies	0	Something Wrong	2016-08-26	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.712	0.775	7	-5.452	0	0.298	0.0441	0	0.185	0.508	94.928	234988
0EGuSSpuu9wmHCtvb4PdLO	Sit Still, Look Pretty	Daya	70	Sit Still, Look Pretty	2016-10-07	A Loose Definition of Indie Poptimism	pop	indie poptimism	0.657	0.739	2	-4.081	1	0.274	0.141	0	0.178	0.543	181.994	202221
7oIAqDzsqgVpUaMXuultdC	Happy	Oh Wonder	69	Happy	2020-01-03	Intro to Indie Poptimism	pop	indie poptimism	0.698	0.516	6	-8.472	1	0.0331	0.454	0	0.0922	0.516	101.979	172907
78rFhTXf81WtRS7Ubl2f4V	Lucky	Chelsea Cutler	73	Lucky	2019-11-01	Intro to Indie Poptimism	pop	indie poptimism	0.78	0.261	2	-9.626	1	0.0488	0.332	0	0.238	0.639	92.107	148987
08Kj0lvbsqAxzeUOBYZRL6	Good Nights (feat. Mascolo)	Whethan	67	Life of a Wallflower Vol. 1	2018-11-09	Intro to Indie Poptimism	pop	indie poptimism	0.849	0.483	6	-7.114	0	0.291	0.443	0.000141	0.0786	0.282	101.015	165618
5bs5GopDitBx9xjoHHRDoo	Beige	Yoke Lore	50	Goodpain	2017-06-16	Intro to Indie Poptimism	pop	indie poptimism	0.47	0.67	10	-7.526	1	0.0783	0.393	1.61265454834793	0.117	0.219	83.856	204213
0xM6mdl0XX2qOqUZmVUp97	Cool Again	Shoffy	63	Lenses	2018-11-16	Intro to Indie Poptimism	pop	indie poptimism	0.774	0.45	11	-6.86	1	0.0896	0.443	2.26598025441635	0.127	0.648	90.055	191935
52iLDrSoRtf9lcgFuLVfqE	Older	Sasha Sloan	73	Older	2018-11-09	Intro to Indie Poptimism	pop	indie poptimism	0.681	0.292	11	-9.599	1	0.0483	0.743	0	0.0974	0.162	64.002	191002
2DFi8rwHcVkTTgu7PULhtI	My Type	Saint Motel	61	My Type	2014-06-17	Intro to Indie Poptimism	pop	indie poptimism	0.596	0.897	10	-2.94	1	0.0462	0.0641	5.24e-05	0.0628	0.578	118	206394
20I6sIOMTCkB6w7ryavxtO	Call Me Maybe	Carly Rae Jepsen	76	Kiss	2012-01-01	Intro to Indie Poptimism	pop	indie poptimism	0.783	0.58	7	-6.548	1	0.0408	0.0114	2.28e-06	0.108	0.66	120.021	193400
3PWKPX3YJAHBL8JozsWTMC	Your Side Of The Bed	Loote	67	single.	2018-06-15	Intro to Indie Poptimism	pop	indie poptimism	0.781	0.742	8	-4.978	1	0.0296	0.0649	0	0.293	0.91	109.915	197147
5d1fRO6RYAtbPPgbpSHnlA	Anti-Everything	Lost Kings	70	Paper Crowns (Deluxe)	2019-01-18	Intro to Indie Poptimism	pop	indie poptimism	0.734	0.663	0	-7.292	1	0.185	0.28	0	0.12	0.256	101.943	183853
7uUahoeqGNRMbpdeiLj1rS	Panic Room	Au/Ra	75	Panic Room	2018-02-09	Intro to Indie Poptimism	pop	indie poptimism	0.495	0.426	8	-9.434	1	0.0736	0.152	5.65e-06	0.099	0.0636	97.91	237773
5Hroj5K7vLpIG4FNCRIjbP	Best Day Of My Life	American Authors	76	Oh, What A Life	2014-01-01	Intro to Indie Poptimism	pop	indie poptimism	0.673	0.902	2	-2.392	1	0.0346	0.0591	0.000262	0.0558	0.538	100.012	194240
1rzc5izgXXn4KsSmibtNpT	Cellophane	Ella Vos	51	Cellophane	2020-01-10	The Pulse of Indie Poptimism	pop	indie poptimism	0.694	0.481	1	-9.169	1	0.0534	0.0901	0.000109	0.144	0.112	119.933	165000
6qQ8a6M6o5mfj9wTdrbSgG	Older	Shallou	66	Older	2020-01-10	The Pulse of Indie Poptimism	pop	indie poptimism	0.543	0.483	2	-8.222	1	0.0697	0.285	2.6e-05	0.155	0.183	142.851	218587
71G8h9UiqlkXFvBUOKFviS	So High	JAYLIEN	53	So High	2020-01-03	The Pulse of Indie Poptimism	pop	indie poptimism	0.511	0.715	5	-6.547	0	0.174	0.0336	0	0.349	0.621	138.014	229565
